sourceId,referenceTime,visibility_in_air_mor(meters),timeOffset,timeResolution,timeSeriesId,performanceCategory,exposureCategory,qualityCode
sn69100:0,2016-03-28T13:00:00.000Z,47196,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-28T14:00:00.000Z,44289,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-28T15:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-28T16:00:00.000Z,49800,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-28T17:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-28T18:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-28T19:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-28T20:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-28T21:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-28T22:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-28T23:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T00:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T01:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T02:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T03:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T04:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T05:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T06:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T07:00:00.000Z,48874,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T08:00:00.000Z,42975,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T09:00:00.000Z,40490,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T10:00:00.000Z,47907,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T11:00:00.000Z,48115,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T12:00:00.000Z,46992,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T13:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T14:00:00.000Z,41661,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T15:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T16:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T17:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T18:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T19:00:00.000Z,8491,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T20:00:00.000Z,14859,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T21:00:00.000Z,20994,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T22:00:00.000Z,43249,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-29T23:00:00.000Z,30155,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T00:00:00.000Z,28314,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T01:00:00.000Z,28890,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T02:00:00.000Z,31421,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T03:00:00.000Z,42225,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T04:00:00.000Z,37140,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T05:00:00.000Z,43212,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T06:00:00.000Z,43778,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T07:00:00.000Z,47172,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T08:00:00.000Z,37895,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T09:00:00.000Z,33817,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T10:00:00.000Z,34368,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T11:00:00.000Z,43927,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T12:00:00.000Z,37362,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T13:00:00.000Z,42577,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T14:00:00.000Z,31300,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T15:00:00.000Z,38185,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T16:00:00.000Z,38339,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T17:00:00.000Z,47109,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T18:00:00.000Z,48467,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T19:00:00.000Z,40622,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T20:00:00.000Z,39277,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T21:00:00.000Z,42945,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T22:00:00.000Z,44101,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-30T23:00:00.000Z,49098,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T00:00:00.000Z,48580,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T01:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T02:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T03:00:00.000Z,46975,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T04:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T05:00:00.000Z,48481,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T06:00:00.000Z,40615,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T07:00:00.000Z,33604,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T08:00:00.000Z,31745,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T09:00:00.000Z,39712,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T10:00:00.000Z,35244,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T11:00:00.000Z,31844,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T12:00:00.000Z,48071,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T13:00:00.000Z,48715,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T14:00:00.000Z,45571,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T15:00:00.000Z,48540,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T16:00:00.000Z,43577,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T17:00:00.000Z,37089,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T18:00:00.000Z,11730,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T19:00:00.000Z,46580,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T20:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T21:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T22:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-03-31T23:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T00:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T01:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T02:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T03:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T04:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T05:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T06:00:00.000Z,45077,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T07:00:00.000Z,46069,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T08:00:00.000Z,32536,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T09:00:00.000Z,38169,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T10:00:00.000Z,49217,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T11:00:00.000Z,35847,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T12:00:00.000Z,36683,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T13:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T14:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T15:00:00.000Z,32740,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T16:00:00.000Z,38857,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T17:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T18:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T19:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T20:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T21:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T22:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-01T23:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T00:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T01:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T02:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T03:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T04:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T05:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T06:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T07:00:00.000Z,37865,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T08:00:00.000Z,30847,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T09:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T10:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T11:00:00.000Z,31630,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T12:00:00.000Z,14809,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T13:00:00.000Z,27836,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T14:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T15:00:00.000Z,43674,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T16:00:00.000Z,48608,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T17:00:00.000Z,18511,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T18:00:00.000Z,28512,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T19:00:00.000Z,12145,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T20:00:00.000Z,24578,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T21:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T22:00:00.000Z,39714,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-02T23:00:00.000Z,32657,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T00:00:00.000Z,47908,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T01:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T02:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T03:00:00.000Z,49328,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T04:00:00.000Z,7229,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T05:00:00.000Z,39611,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T06:00:00.000Z,47273,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T07:00:00.000Z,44736,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T08:00:00.000Z,41442,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T09:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T10:00:00.000Z,35845,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T11:00:00.000Z,31267,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T12:00:00.000Z,36539,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T13:00:00.000Z,47013,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T14:00:00.000Z,40642,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T15:00:00.000Z,48743,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T16:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T17:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T18:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T19:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T20:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T21:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T22:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-03T23:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T00:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T01:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T02:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T03:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T04:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T05:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T06:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T07:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T08:00:00.000Z,43938,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T09:00:00.000Z,41920,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T10:00:00.000Z,46558,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T11:00:00.000Z,47600,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T12:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T13:00:00.000Z,49494,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T14:00:00.000Z,48920,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T15:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T16:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T17:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T18:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T19:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T20:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T21:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T22:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-04T23:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T00:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T01:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T02:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T03:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T04:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T05:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T06:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T07:00:00.000Z,33940,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T08:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T09:00:00.000Z,30501,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T10:00:00.000Z,26972,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T11:00:00.000Z,15184,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T12:00:00.000Z,14707,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T13:00:00.000Z,19597,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T14:00:00.000Z,7370,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T15:00:00.000Z,16506,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T16:00:00.000Z,12748,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T17:00:00.000Z,13005,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T18:00:00.000Z,10481,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T19:00:00.000Z,6645,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T20:00:00.000Z,5836,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T21:00:00.000Z,5694,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T22:00:00.000Z,4333,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-05T23:00:00.000Z,20531,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T00:00:00.000Z,16082,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T01:00:00.000Z,24208,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T02:00:00.000Z,16540,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T03:00:00.000Z,38765,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T04:00:00.000Z,605,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T05:00:00.000Z,2542,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T06:00:00.000Z,4354,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T07:00:00.000Z,10102,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T08:00:00.000Z,13646,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T09:00:00.000Z,12779,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T10:00:00.000Z,20230,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T11:00:00.000Z,21541,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T12:00:00.000Z,19867,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T13:00:00.000Z,22087,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T14:00:00.000Z,37278,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T15:00:00.000Z,49020,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T16:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T17:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T18:00:00.000Z,41289,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T19:00:00.000Z,36956,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T20:00:00.000Z,45173,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T21:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T22:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-06T23:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T00:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T01:00:00.000Z,25866,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T02:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T03:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T04:00:00.000Z,12267,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T05:00:00.000Z,34462,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T06:00:00.000Z,10472,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T07:00:00.000Z,35732,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T08:00:00.000Z,35502,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T09:00:00.000Z,14212,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T10:00:00.000Z,35223,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T11:00:00.000Z,30887,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T12:00:00.000Z,24298,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T13:00:00.000Z,29212,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T14:00:00.000Z,29076,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T15:00:00.000Z,43630,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T16:00:00.000Z,41474,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T17:00:00.000Z,34958,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T18:00:00.000Z,26544,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T19:00:00.000Z,43566,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T20:00:00.000Z,28404,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T21:00:00.000Z,22144,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T22:00:00.000Z,26399,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-07T23:00:00.000Z,46943,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T00:00:00.000Z,38428,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T01:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T02:00:00.000Z,38797,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T03:00:00.000Z,42079,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T04:00:00.000Z,43685,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T05:00:00.000Z,47562,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T06:00:00.000Z,46551,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T07:00:00.000Z,33423,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T08:00:00.000Z,33128,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T09:00:00.000Z,32534,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T10:00:00.000Z,34873,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T11:00:00.000Z,43629,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T12:00:00.000Z,25789,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T13:00:00.000Z,42000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T14:00:00.000Z,5118,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T15:00:00.000Z,37897,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T16:00:00.000Z,19343,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T17:00:00.000Z,18606,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T18:00:00.000Z,43202,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T19:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T20:00:00.000Z,49930,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T21:00:00.000Z,44124,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T22:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-08T23:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T00:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T01:00:00.000Z,46927,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T02:00:00.000Z,48152,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T03:00:00.000Z,42135,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T04:00:00.000Z,40936,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T05:00:00.000Z,38971,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T06:00:00.000Z,39729,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T07:00:00.000Z,33198,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T08:00:00.000Z,41438,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T09:00:00.000Z,40225,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T10:00:00.000Z,38706,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T11:00:00.000Z,44260,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T12:00:00.000Z,44766,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T13:00:00.000Z,46626,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T14:00:00.000Z,34736,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T15:00:00.000Z,45892,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T16:00:00.000Z,45198,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T17:00:00.000Z,47998,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T18:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T19:00:00.000Z,41329,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T20:00:00.000Z,47055,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T21:00:00.000Z,49572,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T22:00:00.000Z,43074,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-09T23:00:00.000Z,48698,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-10T00:00:00.000Z,43304,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-10T01:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-10T02:00:00.000Z,46413,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-10T03:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-10T04:00:00.000Z,50000,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-10T05:00:00.000Z,46789,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-10T06:00:00.000Z,43070,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-10T07:00:00.000Z,41354,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-10T08:00:00.000Z,34403,PT0H,PT1H,0,C,2,0
sn69100:0,2016-04-10T09:00:00.000Z,34342,PT0H,PT1H,0,C,2,0
